I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
117,155,38,-136,40,97,-230,-175,-334,-364,-347,-231
117,154,37,-135,40,96,-229,-175,-334,-364,-347,-231
117,156,39,-136,39,98,-228,-174,-334,-363,-347,-231
118,159,41,-138,39,100,-226,-173,-333,-362,-346,-231
119,162,43,-140,38,103,-226,-172,-331,-362,-345,-231
119,164,45,-141,37,105,-226,-172,-330,-362,-344,-232
120,165,45,-142,38,105,-227,-173,-330,-363,-345,-232
119,164,45,-141,37,105,-227,-173,-331,-362,-346,-232
118,161,43,-139,38,102,-228,-174,-332,-363,-347,-232
117,158,41,-137,38,100,-228,-174,-334,-364,-347,-231
116,155,39,-135,39,97,-229,-175,-335,-365,-348,-231
116,154,38,-135,39,96,-229,-176,-334,-365,-348,-231
117,155,38,-136,40,97,-227,-174,-333,-364,-346,-230
118,157,39,-137,40,98,-225,-172,-331,-362,-344,-230
120,161,41,-140,40,101,-224,-171,-330,-361,-344,-230
121,164,43,-142,39,104,-225,-171,-329,-361,-344,-231
120,165,45,-142,38,105,-225,-171,-329,-361,-344,-231
119,164,45,-141,37,105,-226,-173,-330,-362,-344,-231
118,161,43,-139,38,102,-227,-174,-332,-363,-345,-231
118,158,40,-138,39,99,-228,-175,-333,-364,-346,-231
117,156,39,-136,39,98,-229,-174,-334,-365,-346,-231
117,154,37,-135,40,96,-228,-174,-333,-364,-345,-230
117,155,38,-136,40,97,-227,-173,-332,-363,-344,-230
117,158,41,-137,38,100,-225,-172,-331,-362,-343,-230
119,161,42,-140,39,102,-225,-172,-330,-361,-343,-230
120,163,43,-141,39,103,-224,-171,-329,-360,-343,-230
120,164,44,-142,38,104,-224,-171,-329,-360,-343,-230
119,164,45,-141,37,105,-227,-172,-331,-362,-344,-232
118,161,43,-139,38,102,-228,-173,-332,-363,-345,-232
117,158,41,-137,38,100,-228,-173,-332,-363,-345,-231
116,155,39,-135,39,97,-228,-173,-333,-363,-345,-230
117,154,37,-135,40,96,-228,-173,-333,-363,-345,-229
118,155,37,-136,41,96,-227,-173,-333,-363,-345,-230
119,158,39,-138,40,99,-225,-173,-332,-362,-344,-230
119,161,42,-140,39,102,-224,-172,-330,-361,-343,-230
119,164,45,-141,37,105,-224,-171,-329,-361,-342,-230
119,165,46,-142,37,106,-224,-171,-329,-360,-342,-229
119,164,45,-141,37,105,-226,-172,-330,-361,-343,-230
118,161,43,-139,38,102,-227,-173,-332,-362,-344,-230
117,158,41,-137,38,100,-226,-174,-333,-362,-344,-229
117,156,39,-136,39,98,-227,-175,-334,-364,-345,-230
116,154,38,-135,39,96,-226,-174,-333,-363,-345,-229
117,155,38,-136,40,97,-225,-173,-332,-362,-344,-228
118,158,40,-138,39,99,-225,-173,-331,-361,-344,-229
119,161,42,-140,39,102,-223,-171,-329,-360,-342,-228
120,164,44,-142,38,104,-223,-170,-327,-359,-341,-229
120,166,46,-143,37,106,-225,-171,-329,-359,-342,-230
120,164,44,-142,38,104,-226,-171,-329,-360,-342,-229
119,162,43,-140,38,103,-225,-172,-329,-361,-343,-229
119,160,41,-139,39,101,-226,-173,-331,-362,-344,-229
118,158,40,-138,39,99,-226,-173,-332,-361,-344,-227
118,158,40,-138,39,99,-226,-172,-332,-361,-343,-226
119,161,42,-140,39,102,-225,-171,-330,-360,-341,-226
121,164,43,-142,39,104,-225,-170,-329,-359,-341,-227
122,169,47,-145,38,108,-224,-169,-327,-357,-339,-227
122,173,51,-147,36,112,-222,-168,-324,-355,-337,-226
122,175,53,-148,35,114,-222,-169,-323,-356,-337,-226
122,174,52,-148,35,113,-222,-169,-323,-355,-337,-224
121,173,52,-147,35,113,-223,-170,-323,-356,-338,-224
121,171,50,-146,36,111,-223,-170,-323,-356,-337,-222
120,169,49,-144,36,109,-223,-169,-323,-356,-338,-222
120,169,49,-144,36,109,-222,-169,-324,-356,-338,-222
121,170,49,-145,36,110,-220,-167,-323,-355,-337,-222
121,173,52,-147,35,113,-218,-165,-321,-353,-335,-221
122,177,55,-149,34,116,-216,-163,-319,-352,-335,-222
122,179,57,-150,33,118,-215,-163,-318,-352,-335,-223
121,180,59,-150,31,120,-216,-165,-318,-351,-335,-223
120,179,59,-149,31,119,-219,-168,-319,-353,-336,-223
119,177,58,-148,31,118,-223,-171,-321,-354,-336,-222
118,175,57,-146,31,116,-225,-173,-322,-354,-337,-221
119,173,54,-146,33,114,-227,-174,-323,-354,-337,-220
120,174,54,-147,33,114,-229,-174,-324,-354,-336,-219
121,175,54,-148,34,115,-228,-172,-321,-352,-334,-218
122,178,56,-150,33,117,-229,-172,-319,-351,-333,-218
123,181,58,-152,33,120,-228,-172,-318,-349,-332,-218
125,183,58,-154,34,121,-227,-172,-319,-350,-332,-219
125,182,57,-153,34,120,-228,-174,-320,-352,-332,-220
125,180,55,-152,35,118,-230,-178,-324,-354,-333,-220
123,177,54,-150,35,116,-233,-182,-327,-356,-335,-220
122,173,51,-147,36,112,-234,-182,-329,-356,-335,-220
121,171,50,-146,36,111,-234,-182,-330,-356,-336,-219
121,170,49,-145,36,110,-233,-180,-329,-356,-336,-218
122,171,49,-146,37,110,-231,-176,-327,-355,-334,-217
124,174,50,-149,37,112,-230,-174,-326,-354,-333,-217
125,176,51,-150,37,114,-227,-171,-323,-351,-330,-217
126,177,51,-151,38,114,-227,-171,-322,-351,-330,-217
127,176,49,-151,39,113,-227,-171,-323,-351,-330,-218
127,175,48,-151,40,112,-228,-173,-323,-351,-330,-218
127,172,45,-149,41,109,-229,-174,-325,-352,-331,-217
125,170,45,-147,40,108,-230,-175,-328,-354,-333,-217
123,167,44,-145,40,106,-230,-174,-329,-354,-333,-216
121,164,43,-142,39,104,-229,-174,-329,-355,-333,-217
121,163,42,-142,40,103,-227,-172,-328,-354,-333,-217
122,164,42,-143,40,103,-227,-172,-328,-355,-333,-218
123,165,42,-144,41,104,-227,-171,-327,-355,-333,-219
123,165,42,-144,41,104,-226,-171,-328,-356,-334,-221
122,164,42,-143,40,103,-225,-171,-329,-358,-336,-223
120,161,41,-140,40,101,-224,-171,-330,-360,-338,-225
118,157,39,-137,40,98,-225,-172,-333,-362,-340,-226
117,153,36,-135,41,95,-226,-174,-336,-364,-342,-227
116,151,35,-133,41,93,-227,-175,-337,-365,-343,-227
115,149,34,-132,41,92,-226,-174,-337,-365,-343,-226
116,150,34,-133,41,92,-225,-173,-336,-364,-341,-225
117,154,37,-135,40,96,-225,-173,-335,-363,-341,-226
118,157,39,-137,40,98,-223,-172,-333,-361,-339,-225
119,160,41,-139,39,101,-223,-171,-331,-360,-339,-225
120,162,42,-141,39,102,-223,-172,-331,-360,-338,-226
120,161,41,-140,40,101,-223,-171,-330,-360,-337,-225
119,158,39,-138,40,99,-224,-172,-331,-360,-339,-225
118,155,37,-136,41,96,-226,-173,-334,-362,-340,-225
117,151,34,-134,42,93,-226,-173,-335,-362,-340,-225
116,149,33,-132,42,91,-226,-172,-334,-362,-340,-224
117,150,33,-133,42,92,-226,-172,-334,-362,-340,-225
118,153,35,-135,42,94,-224,-171,-332,-362,-339,-224
119,156,37,-137,41,97,-223,-170,-331,-361,-338,-224
120,158,38,-139,41,98,-223,-170,-331,-360,-338,-224
120,160,40,-140,40,100,-224,-171,-331,-360,-339,-226
120,159,39,-139,41,99,-224,-171,-331,-361,-340,-226
119,157,38,-138,41,98,-224,-173,-332,-362,-340,-226
117,154,37,-135,40,96,-225,-174,-333,-362,-340,-225
116,151,35,-133,41,93,-226,-175,-334,-363,-340,-225
116,150,34,-133,41,92,-226,-173,-334,-362,-340,-224
117,151,34,-134,42,93,-226,-173,-334,-363,-340,-224
117,153,36,-135,41,95,-224,-172,-332,-362,-339,-225
118,155,37,-136,41,96,-222,-171,-331,-360,-337,-225
119,158,39,-138,40,99,-222,-170,-329,-359,-336,-224
120,160,40,-140,40,100,-223,-170,-329,-359,-336,-225
120,159,39,-139,41,99,-224,-171,-330,-361,-338,-225
118,157,39,-137,40,98,-224,-171,-331,-361,-338,-224
117,154,37,-135,40,96,-225,-173,-332,-362,-339,-224
116,151,35,-133,41,93,-226,-173,-333,-362,-339,-224
115,150,35,-132,40,93,-225,-173,-333,-361,-339,-223
116,151,35,-133,41,93,-225,-173,-333,-361,-339,-224
117,154,37,-135,40,96,-224,-172,-331,-360,-337,-224
118,157,39,-137,40,98,-223,-171,-330,-359,-336,-224
119,159,40,-139,40,100,-223,-170,-329,-358,-336,-224
119,160,41,-139,39,101,-223,-171,-328,-358,-337,-224
119,160,41,-139,39,101,-224,-171,-328,-359,-337,-224
118,158,40,-138,39,99,-225,-172,-330,-360,-336,-224
117,155,38,-136,40,97,-225,-172,-330,-360,-337,-223
116,152,36,-134,40,94,-224,-172,-331,-360,-338,-224
115,152,37,-133,39,95,-222,-171,-330,-361,-340,-225
114,152,38,-133,38,95,-218,-166,-326,-361,-340,-225
112,151,39,-131,37,95,-210,-159,-319,-360,-341,-228
111,150,39,-130,36,95,-201,-147,-309,-359,-346,-233
112,148,36,-130,38,92,-191,-129,-295,-358,-350,-238
114,144,30,-129,42,87,-182,-112,-281,-356,-355,-245
115,139,24,-127,46,82,-173,-97,-266,-352,-356,-248
116,137,21,-126,48,79,-168,-89,-257,-349,-358,-248
117,135,18,-126,50,77,-166,-84,-255,-347,-357,-246
119,138,19,-128,50,79,-166,-81,-253,-342,-352,-241
124,145,21,-134,52,83,-170,-80,-246,-331,-342,-231
133,158,25,-145,54,92,-176,-79,-232,-311,-326,-220
144,175,31,-159,57,103,-182,-77,-210,-282,-303,-203
157,197,40,-177,59,119,-191,-78,-186,-250,-278,-185
168,223,55,-195,57,139,-200,-84,-160,-213,-249,-165
178,252,74,-215,52,163,-216,-105,-149,-174,-216,-141
183,286,103,-234,40,195,-240,-144,-166,-137,-179,-110
185,322,137,-253,24,230,-269,-193,-213,-106,-143,-78
186,356,170,-271,8,263,-298,-245,-275,-75,-105,-45
191,389,198,-290,-3,294,-331,-294,-337,-34,-65,-15
199,415,216,-307,-8,316,-359,-333,-382,26,-20,15
208,433,225,-320,-8,329,-384,-366,-410,97,27,43
215,443,228,-329,-6,336,-407,-394,-433,157,68,66
213,445,232,-329,-9,339,-422,-413,-471,176,89,78
201,433,232,-317,-15,333,-420,-413,-523,138,78,73
184,410,226,-297,-21,318,-408,-398,-571,60,45,53
167,388,221,-277,-27,305,-394,-384,-606,-36,0,30
151,368,217,-259,-33,293,-381,-374,-627,-143,-52,4
137,340,203,-238,-33,272,-369,-356,-632,-250,-110,-25
127,307,180,-217,-26,244,-356,-330,-627,-347,-167,-56
121,274,153,-197,-16,214,-344,-303,-615,-418,-216,-87
118,245,127,-181,-4,186,-329,-278,-595,-448,-253,-114
114,222,108,-168,3,165,-311,-253,-568,-446,-279,-138
111,202,91,-156,10,147,-292,-229,-543,-437,-301,-163
107,184,77,-145,15,131,-273,-209,-520,-433,-321,-186
106,170,64,-138,21,117,-259,-196,-502,-429,-331,-200
104,163,59,-133,23,111,-253,-193,-490,-424,-335,-207
102,155,53,-128,25,104,-250,-194,-477,-421,-339,-212
99,146,47,-122,26,97,-247,-193,-461,-418,-343,-218
100,138,38,-119,31,88,-244,-190,-445,-413,-346,-222
101,134,33,-117,34,84,-239,-186,-427,-405,-345,-223
103,135,32,-119,36,84,-233,-182,-407,-396,-343,-223
107,141,34,-124,37,88,-229,-179,-388,-386,-338,-221
110,151,41,-130,35,96,-229,-178,-373,-377,-334,-220
112,160,48,-136,32,104,-227,-176,-360,-368,-330,-217
114,165,51,-139,32,108,-225,-178,-351,-363,-329,-218
115,166,51,-140,32,109,-223,-176,-342,-358,-327,-216
116,166,50,-141,33,108,-224,-175,-338,-357,-327,-215
116,163,47,-139,35,105,-223,-172,-333,-356,-327,-215
115,160,45,-137,35,103,-220,-167,-328,-355,-327,-214
114,157,43,-135,36,100,-219,-165,-324,-356,-328,-214
114,157,43,-135,36,100,-218,-164,-321,-356,-329,-215
114,157,43,-135,36,100,-216,-162,-318,-354,-328,-216
115,160,45,-137,35,103,-215,-160,-315,-352,-328,-217
117,164,47,-140,35,106,-214,-160,-314,-351,-328,-218
117,166,49,-141,34,108,-214,-160,-313,-350,-328,-218
118,166,48,-142,35,107,-216,-160,-313,-349,-328,-218
117,164,47,-140,35,106,-217,-161,-312,-350,-328,-217
116,161,45,-138,36,103,-218,-162,-312,-351,-329,-217
115,157,42,-136,37,100,-217,-162,-311,-351,-329,-216
115,154,39,-134,38,97,-216,-162,-309,-351,-329,-216
115,154,39,-134,38,97,-215,-161,-307,-351,-329,-216
116,157,41,-136,38,99,-216,-161,-306,-351,-329,-218
117,160,43,-138,37,102,-214,-161,-304,-349,-328,-219
118,163,45,-140,37,104,-213,-159,-303,-347,-327,-219
118,165,47,-141,36,106,-213,-159,-303,-345,-327,-219
119,166,47,-142,36,107,-216,-160,-304,-345,-327,-219
118,164,46,-141,36,105,-217,-161,-305,-346,-326,-218
117,161,44,-139,37,103,-217,-161,-304,-346,-327,-216
117,158,41,-137,38,100,-217,-162,-304,-347,-328,-216
117,155,38,-136,40,97,-216,-161,-303,-347,-327,-215
117,155,38,-136,40,97,-215,-161,-301,-347,-326,-216
117,157,40,-137,39,99,-215,-160,-300,-346,-326,-216
118,160,42,-139,38,101,-214,-159,-298,-344,-325,-216
119,163,44,-141,38,104,-214,-159,-298,-343,-325,-217
119,166,47,-142,36,107,-214,-158,-298,-343,-325,-217
119,166,47,-142,36,107,-216,-159,-299,-343,-325,-217
119,164,45,-141,37,105,-217,-160,-300,-344,-325,-216
118,161,43,-139,38,102,-218,-161,-300,-345,-325,-215
117,158,41,-137,38,100,-216,-160,-299,-345,-324,-214
117,155,38,-136,40,97,-215,-160,-299,-345,-324,-213
117,155,38,-136,40,97,-214,-159,-297,-346,-324,-213
118,158,40,-138,39,99,-214,-159,-297,-345,-324,-214
119,161,42,-140,39,102,-213,-157,-295,-342,-323,-214
120,165,45,-142,38,105,-213,-157,-295,-341,-323,-215
120,167,47,-143,37,107,-213,-157,-294,-339,-322,-215
120,167,47,-143,37,107,-214,-157,-294,-339,-321,-214
119,165,46,-142,37,106,-215,-157,-295,-340,-321,-213
118,162,44,-140,37,103,-216,-158,-295,-341,-322,-213
118,159,41,-138,39,100,-217,-159,-295,-342,-322,-213
118,158,40,-138,39,99,-216,-159,-295,-343,-323,-213
118,158,40,-138,39,99,-215,-159,-294,-343,-322,-212
"
		119","
		159","
		40","
		-139","
		40","
		100","
		-213","
		-157","
		-292","
		-340","
		-321","
		-212"
120,162,42,-141,39,102,-213,-157,-291,-338,-320,-213
120,166,46,-143,37,106,-212,-156,-289,-336,-319,-213
120,168,48,-144,36,108,-212,-156,-288,-335,-319,-213
120,168,48,-144,36,108,-214,-156,-290,-335,-318,-212
120,166,46,-143,37,106,-215,-156,-291,-335,-318,-211
120,164,44,-142,38,104,-216,-157,-291,-336,-318,-211
118,161,43,-139,38,102,-216,-158,-290,-336,-319,-211
117,159,42,-138,38,101,-215,-157,-289,-336,-318,-209
118,159,41,-138,39,100,-214,-157,-288,-335,-318,-209
119,161,42,-140,39,102,-213,-156,-287,-334,-318,-210
120,164,44,-142,38,104,-212,-154,-285,-331,-316,-209
121,167,46,-144,38,107,-212,-155,-284,-330,-316,-210
121,170,49,-145,36,110,-212,-155,-283,-329,-315,-211
121,170,49,-145,36,110,-214,-154,-283,-328,-314,-210
120,169,49,-144,36,109,-214,-154,-283,-328,-314,-209
119,166,47,-142,36,107,-215,-156,-284,-328,-314,-208
119,164,45,-141,37,105,-215,-156,-283,-329,-315,-208
119,161,42,-140,39,102,-214,-155,-282,-328,-314,-207
119,160,41,-139,39,101,-213,-155,-280,-328,-313,-206
120,163,43,-141,39,103,-213,-154,-279,-326,-313,-207
121,166,45,-143,38,106,-212,-153,-276,-324,-311,-206
122,170,48,-146,37,109,-212,-153,-275,-323,-311,-207
123,173,50,-148,37,112,-211,-152,-274,-321,-309,-207
124,174,50,-149,37,112,-213,-152,-275,-319,-309,-207
124,172,48,-148,38,110,-213,-152,-275,-318,-308,-206
123,169,46,-146,39,108,-214,-153,-275,-319,-309,-205
121,166,45,-143,38,106,-213,-152,-274,-319,-308,-204
121,164,43,-142,39,104,-214,-153,-274,-320,-308,-203
121,164,43,-142,39,104,-212,-152,-272,-319,-307,-202
122,167,45,-144,39,106,-211,-150,-269,-317,-306,-202
123,171,48,-147,38,110,-211,-149,-268,-316,-305,-203
124,174,50,-149,37,112,-210,-147,-265,-313,-304,-203
124,177,53,-150,36,115,-211,-147,-264,-311,-303,-203
125,178,53,-151,36,116,-212,-148,-265,-310,-302,-203
124,176,52,-150,36,114,-213,-148,-265,-310,-302,-203
122,173,51,-147,36,112,-213,-148,-264,-309,-302,-202
122,171,49,-146,37,110,-212,-148,-263,-308,-301,-201
123,169,46,-146,39,108,-212,-148,-262,-308,-301,-200
123,169,46,-146,39,108,-211,-146,-258,-307,-300,-199
124,172,48,-148,38,110,-210,-145,-255,-304,-298,-198
126,176,50,-151,38,113,-209,-144,-254,-301,-296,-199
127,179,52,-153,38,116,-209,-143,-252,-299,-295,-199
128,182,54,-155,37,118,-210,-142,-250,-297,-294,-199
128,183,55,-155,37,119,-210,-141,-250,-294,-293,-198
127,181,54,-154,37,118,-211,-141,-249,-293,-292,-197
127,179,52,-153,38,116,-213,-142,-249,-293,-292,-197
126,176,50,-151,38,113,-212,-141,-246,-291,-290,-194
126,174,48,-150,39,111,-211,-141,-244,-290,-290,-193
127,175,48,-151,40,112,-209,-138,-241,-288,-289,-192
128,177,49,-152,40,113,-208,-136,-237,-285,-287,-191
129,181,52,-155,39,117,-207,-135,-234,-281,-285,-191
130,186,56,-158,37,121,-207,-134,-232,-278,-283,-191
131,190,59,-160,36,125,-208,-133,-231,-275,-282,-191
132,191,59,-161,37,125,-208,-131,-228,-271,-280,-190
132,190,58,-161,37,124,-209,-131,-226,-270,-279,-189
132,188,56,-160,38,122,-209,-130,-224,-269,-278,-187
132,186,54,-159,39,120,-210,-131,-223,-267,-277,-186
132,185,53,-158,40,119,-209,-130,-219,-264,-275,-184
133,185,52,-159,41,119,-209,-129,-216,-262,-273,-183
133,189,56,-161,39,123,-208,-126,-211,-257,-271,-182
134,193,59,-163,38,126,-207,-125,-207,-253,-268,-181
136,197,61,-166,38,129,-207,-123,-204,-248,-266,-180
138,201,63,-169,38,132,-206,-122,-201,-243,-263,-179
139,203,64,-171,38,134,-206,-120,-199,-238,-261,-178
140,203,63,-171,39,133,-208,-120,-196,-236,-259,-176
139,202,63,-170,38,133,-208,-119,-192,-232,-256,-174
139,201,62,-170,39,132,-209,-118,-190,-229,-254,-172
140,200,60,-170,40,130,-209,-117,-187,-225,-251,-170
141,202,61,-171,40,132,-208,-115,-183,-220,-248,-168
143,206,63,-174,40,135,-207,-114,-177,-214,-245,-167
145,211,66,-178,40,139,-206,-112,-172,-208,-241,-165
147,216,69,-181,39,143,-206,-112,-169,-203,-238,-164
148,220,72,-184,38,146,-206,-110,-165,-196,-233,-161
149,223,74,-186,38,149,-208,-111,-162,-190,-231,-159
150,223,73,-186,39,148,-209,-110,-159,-185,-228,-157
150,222,72,-186,39,147,-211,-110,-157,-181,-225,-155
150,221,71,-185,40,146,-211,-109,-153,-176,-221,-152
151,220,69,-185,41,145,-212,-108,-149,-171,-218,-149
152,222,70,-187,41,146,-212,-106,-145,-165,-214,-146
154,227,73,-190,41,150,-212,-106,-142,-160,-211,-146
156,232,76,-194,40,154,-211,-105,-137,-153,-207,-143
158,237,79,-197,40,158,-210,-104,-132,-146,-203,-141
160,242,82,-201,39,162,-211,-104,-130,-141,-200,-141
160,245,85,-202,38,165,-213,-104,-128,-136,-197,-139
160,244,84,-202,38,164,-214,-103,-126,-132,-194,-136
160,243,83,-201,39,163,-216,-104,-125,-129,-191,-134
161,242,81,-201,40,162,-218,-105,-123,-125,-189,-132
163,241,78,-202,43,160,-218,-105,-120,-121,-186,-130
164,242,78,-203,43,160,-218,-104,-118,-117,-183,-128
165,246,81,-205,42,164,-218,-105,-115,-113,-181,-127
166,251,85,-208,41,168,-218,-105,-113,-109,-179,-126
166,255,89,-210,39,172,-217,-104,-110,-104,-176,-124
167,259,92,-213,38,176,-218,-105,-109,-100,-174,-123
168,261,93,-214,38,177,-221,-107,-110,-97,-171,-122
169,260,91,-214,39,176,-223,-109,-112,-96,-171,-121
168,257,89,-212,40,173,-224,-111,-112,-95,-170,-119
167,254,87,-210,40,171,-226,-113,-114,-96,-170,-118
167,252,85,-209,41,169,-226,-115,-116,-96,-169,-117
168,253,85,-210,42,169,-227,-116,-117,-97,-170,-118
167,255,88,-211,40,172,-226,-116,-116,-97,-169,-117
167,257,90,-212,39,174,-226,-117,-118,-98,-170,-118
167,259,92,-213,38,176,-227,-119,-121,-101,-172,-120
167,260,93,-213,37,177,-228,-121,-124,-104,-173,-121
167,259,92,-213,38,176,-229,-123,-129,-109,-176,-123
165,255,90,-210,38,173,-231,-126,-135,-115,-180,-125
163,249,86,-206,39,168,-232,-128,-140,-122,-184,-127
160,243,83,-201,39,163,-232,-129,-146,-129,-188,-128
158,238,80,-198,39,159,-232,-131,-151,-137,-193,-130
157,235,78,-196,40,157,-231,-131,-156,-145,-197,-132
155,234,79,-194,38,157,-229,-132,-160,-152,-201,-135
154,233,79,-193,38,156,-227,-133,-165,-159,-206,-139
155,233,78,-194,39,156,-228,-134,-172,-167,-210,-142
153,232,79,-192,37,156,-228,-135,-179,-175,-215,-146
151,229,78,-190,37,154,-228,-137,-186,-185,-220,-149
148,223,75,-185,37,149,-229,-139,-194,-194,-226,-152
145,216,71,-180,37,144,-229,-141,-201,-204,-232,-156
143,209,66,-176,39,138,-228,-142,-208,-213,-238,-158
141,204,63,-172,39,134,-227,-144,-215,-222,-244,-161
139,200,61,-169,39,131,-226,-144,-220,-230,-249,-165
137,199,62,-168,38,131,-224,-145,-225,-238,-253,-169
136,198,62,-167,37,130,-223,-144,-229,-244,-256,-172
135,197,62,-166,37,130,-221,-144,-234,-250,-259,-175
134,196,62,-165,36,129,-221,-145,-239,-256,-264,-178
133,193,60,-163,37,127,-220,-146,-244,-261,-268,-179
131,189,58,-160,37,124,-221,-148,-251,-269,-273,-183
129,183,54,-156,38,119,-222,-150,-257,-277,-278,-186
127,176,49,-151,39,113,-222,-151,-261,-282,-281,-187
126,172,46,-149,40,109,-221,-151,-265,-287,-284,-189
125,169,44,-147,41,107,-220,-152,-269,-292,-287,-191
123,168,45,-145,39,107,-218,-151,-271,-295,-289,-193
122,169,47,-145,38,108,-216,-150,-272,-298,-290,-195
122,170,48,-146,37,109,-215,-149,-274,-299,-291,-196
122,171,49,-146,37,110,-214,-149,-277,-301,-292,-197
122,169,47,-145,38,108,-216,-151,-281,-305,-295,-199
121,166,45,-143,38,106,-217,-151,-284,-308,-297,-200
120,162,42,-141,39,102,-218,-153,-287,-313,-300,-202
118,158,40,-138,39,99,-218,-154,-290,-316,-302,-202
117,154,37,-135,40,96,-216,-154,-291,-318,-303,-202
116,152,36,-134,40,94,-215,-153,-291,-320,-304,-203
116,153,37,-134,40,95,-213,-152,-291,-319,-304,-203
117,155,38,-136,40,97,-212,-151,-292,-320,-305,-205
117,157,40,-137,39,99,-212,-151,-293,-321,-305,-206
117,158,41,-137,38,100,-211,-150,-293,-321,-305,-206
117,159,42,-138,38,101,-213,-151,-295,-323,-307,-207
116,157,41,-136,38,99,-214,-152,-298,-324,-308,-207
114,153,39,-133,38,96,-215,-153,-299,-326,-309,-207
