I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
74,398,324,-236,-125,361,-20,-49,-204,-158,-228,-148
73,399,326,-236,-126,363,-21,-49,-205,-157,-228,-148
73,400,327,-236,-127,364,-21,-49,-206,-157,-227,-148
74,401,327,-237,-126,364,-22,-50,-208,-158,-228,-149
74,402,328,-238,-127,365,-23,-50,-208,-159,-228,-150
74,402,328,-238,-127,365,-23,-50,-208,-159,-228,-151
74,402,328,-238,-127,365,-23,-50,-208,-160,-228,-151
75,401,326,-238,-125,364,-20,-50,-206,-159,-228,-150
75,399,324,-237,-124,362,-18,-48,-203,-158,-228,-149
76,398,322,-237,-123,360,-16,-46,-201,-157,-228,-149
77,397,320,-237,-121,359,-15,-44,-201,-157,-228,-149
78,397,319,-237,-120,358,-15,-43,-202,-158,-229,-149
78,397,319,-237,-120,358,-15,-43,-202,-157,-229,-150
79,398,319,-238,-120,359,-16,-42,-202,-157,-228,-151
80,400,320,-240,-120,360,-17,-41,-201,-157,-228,-151
81,401,320,-241,-119,361,-16,-39,-199,-155,-227,-151
82,401,319,-241,-118,360,-14,-37,-196,-151,-227,-150
84,400,316,-242,-116,358,-12,-33,-192,-147,-226,-148
85,399,314,-242,-114,357,-10,-30,-189,-144,-224,-146
86,397,311,-241,-112,354,-9,-28,-186,-143,-223,-145
87,397,310,-242,-111,354,-9,-27,-185,-143,-222,-144
87,398,311,-242,-112,355,-9,-27,-186,-143,-222,-144
87,399,312,-243,-112,356,-11,-28,-188,-144,-223,-145
87,400,313,-243,-113,357,-12,-29,-189,-145,-223,-145
86,402,316,-244,-115,359,-12,-29,-190,-146,-223,-146
86,403,317,-244,-115,360,-11,-29,-191,-147,-224,-148
85,402,317,-243,-116,360,-8,-28,-189,-146,-224,-148
85,402,317,-243,-116,360,-7,-27,-189,-147,-224,-147
86,401,315,-243,-114,358,-7,-27,-188,-146,-224,-146
87,400,313,-243,-113,357,-9,-26,-187,-145,-224,-145
89,399,310,-244,-110,355,-11,-25,-187,-145,-224,-144
90,399,309,-244,-109,354,-16,-26,-190,-147,-225,-145
91,400,309,-245,-109,355,-19,-27,-192,-148,-224,-146
91,402,311,-246,-110,357,-24,-31,-195,-151,-225,-147
88,404,316,-246,-114,360,-27,-37,-199,-153,-226,-149
86,404,318,-245,-116,361,-29,-43,-203,-155,-227,-150
84,403,319,-243,-117,361,-28,-48,-207,-156,-228,-150
82,402,320,-242,-119,361,-26,-51,-209,-156,-228,-148
82,401,319,-241,-118,360,-25,-52,-209,-157,-229,-148
82,400,318,-241,-118,359,-23,-51,-207,-157,-228,-147
82,399,317,-240,-117,358,-23,-51,-208,-158,-229,-148
82,398,316,-240,-117,357,-24,-52,-210,-160,-230,-149
83,397,314,-240,-115,356,-25,-52,-211,-160,-231,-150
84,397,313,-240,-114,355,-25,-51,-211,-160,-231,-151
84,397,313,-240,-114,355,-25,-49,-210,-159,-230,-151
84,398,314,-241,-115,356,-24,-49,-210,-158,-229,-150
83,399,316,-241,-116,358,-24,-50,-209,-158,-229,-150
83,399,316,-241,-116,358,-25,-52,-210,-159,-230,-149
82,398,316,-240,-117,357,-26,-53,-211,-160,-230,-149
82,397,315,-239,-116,356,-24,-52,-209,-159,-229,-147
82,398,316,-240,-117,357,-24,-53,-210,-160,-229,-148
82,399,317,-240,-117,358,-24,-53,-211,-160,-229,-147
80,400,320,-240,-120,360,-24,-54,-212,-160,-229,-148
77,400,323,-238,-123,362,-24,-54,-212,-160,-229,-149
76,400,324,-238,-124,362,-25,-55,-214,-161,-231,-151
75,399,324,-237,-124,362,-26,-57,-216,-164,-234,-154
73,399,326,-236,-126,363,-24,-56,-215,-166,-234,-155
72,399,327,-235,-127,363,-23,-55,-213,-166,-233,-154
74,399,325,-236,-125,362,-21,-54,-211,-163,-231,-152
75,398,323,-236,-124,361,-20,-54,-212,-162,-232,-151
74,398,324,-236,-125,361,-20,-55,-213,-163,-233,-152
73,397,324,-235,-125,361,-19,-54,-212,-162,-232,-151
73,397,324,-235,-125,361,-20,-55,-213,-162,-233,-152
73,398,325,-235,-126,362,-22,-56,-215,-163,-233,-153
74,400,326,-237,-126,363,-24,-57,-216,-164,-233,-154
75,400,325,-237,-125,363,-24,-57,-215,-163,-233,-154
75,400,325,-237,-125,363,-24,-57,-215,-163,-232,-154
75,399,324,-237,-124,362,-24,-57,-215,-162,-232,-153
74,398,324,-236,-125,361,-22,-56,-213,-161,-232,-152
72,397,325,-234,-126,361,-20,-54,-211,-159,-232,-151
72,396,324,-234,-126,360,-20,-54,-211,-159,-232,-151
72,397,325,-234,-126,361,-20,-54,-211,-159,-232,-151
73,398,325,-235,-126,362,-21,-55,-212,-160,-233,-152
72,400,328,-236,-128,364,-21,-55,-211,-160,-232,-153
72,401,329,-236,-128,365,-22,-56,-213,-161,-232,-153
72,401,329,-236,-128,365,-23,-56,-214,-162,-232,-154
73,400,327,-236,-127,364,-22,-57,-214,-161,-232,-154
74,399,325,-236,-125,362,-22,-56,-214,-160,-231,-153
74,398,324,-236,-125,361,-21,-55,-213,-160,-232,-152
74,398,324,-236,-125,361,-21,-54,-212,-160,-233,-152
73,397,324,-235,-125,361,-19,-52,-210,-160,-232,-151
72,398,326,-235,-127,362,-18,-52,-210,-160,-232,-150
71,399,328,-235,-128,364,-19,-52,-210,-161,-232,-151
72,400,328,-236,-128,364,-21,-54,-211,-161,-233,-152
73,401,328,-237,-127,365,-23,-56,-213,-162,-233,-154
73,401,328,-237,-127,365,-24,-56,-214,-162,-233,-155
73,401,328,-237,-127,365,-23,-56,-214,-162,-233,-155
73,400,327,-236,-127,364,-21,-54,-212,-160,-232,-153
73,399,326,-236,-126,363,-20,-53,-211,-160,-232,-153
73,398,325,-235,-126,362,-19,-52,-210,-160,-232,-152
73,398,325,-235,-126,362,-19,-52,-210,-160,-232,-152
73,398,325,-235,-126,362,-19,-52,-210,-160,-233,-152
72,399,327,-235,-127,363,-20,-53,-211,-161,-233,-152
73,401,328,-237,-127,365,-21,-54,-212,-161,-233,-154
73,402,329,-237,-128,366,-22,-54,-212,-161,-232,-154
73,403,330,-238,-128,367,-22,-54,-212,-160,-231,-153
73,403,330,-238,-128,367,-22,-54,-211,-159,-232,-153
74,403,329,-238,-127,366,-22,-55,-211,-160,-233,-153
74,402,328,-238,-127,365,-21,-53,-209,-158,-232,-152
74,401,327,-237,-126,364,-20,-52,-208,-158,-231,-151
73,400,327,-236,-127,364,-19,-51,-207,-157,-231,-150
73,399,326,-236,-126,363,-18,-50,-207,-158,-231,-151
72,401,329,-236,-128,365,-18,-50,-206,-158,-231,-151
73,402,329,-237,-128,366,-19,-50,-207,-158,-232,-152
73,402,329,-237,-128,366,-19,-49,-206,-159,-234,-154
72,402,330,-237,-129,366,-18,-46,-205,-161,-236,-157
70,400,330,-235,-130,365,-12,-39,-198,-160,-237,-157
69,399,330,-234,-130,365,-5,-32,-188,-159,-239,-160
67,400,333,-233,-133,367,3,-22,-174,-157,-241,-161
64,401,337,-232,-136,369,9,-13,-157,-152,-241,-161
64,406,342,-235,-139,374,14,-6,-137,-142,-238,-159
67,415,348,-241,-140,382,12,-6,-118,-126,-229,-154
71,429,358,-250,-143,394,8,-9,-95,-105,-216,-146
76,445,369,-260,-146,407,4,-8,-66,-76,-199,-137
83,463,380,-273,-148,422,-3,-6,-39,-39,-179,-124
96,482,386,-289,-145,434,-14,-3,-12,6,-149,-104
115,504,389,-309,-137,447,-31,5,12,55,-112,-79
139,533,394,-336,-127,464,-51,10,22,104,-67,-46
161,571,410,-366,-124,491,-79,-20,-7,152,-10,-1
180,619,439,-399,-129,529,-123,-101,-105,191,54,51
193,672,479,-432,-143,576,-174,-205,-253,215,123,105
203,725,522,-464,-159,624,-225,-303,-405,235,195,162
211,775,564,-493,-176,670,-274,-395,-548,262,266,217
215,819,604,-517,-194,712,-321,-499,-694,279,327,264
216,850,634,-533,-209,742,-360,-605,-844,260,365,297
213,852,639,-532,-213,746,-383,-686,-962,204,374,310
200,824,624,-512,-212,724,-385,-735,-1031,129,350,299
175,774,599,-474,-212,687,-363,-753,-1067,32,297,269
148,712,564,-430,-208,638,-328,-730,-1075,-96,222,229
129,646,517,-387,-194,582,-298,-679,-1055,-238,139,183
113,590,477,-351,-182,534,-280,-629,-1016,-363,63,137
102,544,442,-323,-170,493,-266,-571,-952,-441,-6,94
97,498,401,-297,-152,450,-240,-487,-855,-470,-77,46
93,442,349,-267,-128,396,-194,-388,-743,-465,-156,-15
86,388,302,-237,-108,345,-142,-303,-644,-426,-227,-80
80,350,270,-215,-95,310,-98,-236,-559,-366,-269,-128
82,332,250,-207,-84,291,-71,-182,-481,-308,-285,-153
89,331,242,-210,-76,287,-58,-137,-410,-263,-284,-162
95,341,246,-218,-75,294,-52,-107,-351,-224,-275,-162
97,354,257,-225,-80,306,-51,-89,-304,-192,-266,-160
97,368,271,-232,-87,320,-51,-77,-266,-168,-257,-156
97,383,286,-240,-94,335,-51,-66,-233,-149,-245,-150
96,397,301,-246,-102,349,-51,-59,-205,-129,-234,-144
94,403,309,-248,-107,356,-48,-51,-188,-117,-231,-145
91,402,311,-246,-110,357,-43,-45,-181,-116,-233,-150
88,400,312,-244,-112,356,-38,-39,-175,-115,-236,-155
86,398,312,-242,-113,355,-34,-32,-168,-111,-236,-159
85,397,312,-241,-113,355,-30,-26,-160,-110,-236,-160
84,395,311,-239,-113,353,-25,-22,-156,-111,-237,-160
83,393,310,-238,-113,352,-22,-19,-152,-113,-239,-159
83,391,308,-237,-112,350,-21,-17,-149,-115,-243,-161
82,389,307,-235,-112,348,-19,-14,-146,-115,-244,-162
82,390,308,-236,-113,349,-18,-13,-145,-115,-245,-164
81,391,310,-236,-114,351,-18,-13,-144,-115,-247,-166
81,391,310,-236,-114,351,-18,-13,-143,-116,-247,-168
82,392,310,-237,-114,351,-19,-14,-144,-117,-248,-170
82,392,310,-237,-114,351,-19,-12,-142,-116,-248,-170
82,391,309,-236,-113,350,-17,-9,-139,-115,-246,-169
81,390,309,-235,-114,350,-15,-7,-137,-115,-245,-167
81,389,308,-235,-113,349,-13,-4,-132,-113,-245,-165
80,389,309,-234,-114,349,-11,-1,-129,-113,-245,-165
81,389,308,-235,-113,349,-10,0,-127,-114,-246,-166
81,388,307,-234,-113,348,-10,-2,-127,-113,-247,-168
80,388,308,-234,-114,348,-11,-2,-128,-113,-249,-170
80,389,309,-234,-114,349,-12,-3,-129,-114,-250,-171
81,390,309,-235,-114,350,-13,-4,-130,-115,-250,-172
81,390,309,-235,-114,350,-13,-3,-129,-115,-250,-172
82,390,308,-236,-113,349,-12,-2,-128,-115,-249,-171
82,390,308,-236,-113,349,-11,-1,-127,-114,-248,-170
82,389,307,-235,-112,348,-10,1,-125,-113,-248,-169
81,387,306,-234,-112,347,-8,3,-122,-112,-247,-168
81,386,305,-233,-112,346,-7,4,-120,-112,-246,-168
81,386,305,-233,-112,346,-7,4,-120,-111,-247,-169
80,387,307,-233,-113,347,-8,3,-120,-110,-247,-170
80,388,308,-234,-114,348,-10,2,-122,-110,-249,-172
81,389,308,-235,-113,349,-11,1,-124,-109,-249,-172
81,389,308,-235,-113,349,-12,1,-123,-108,-248,-173
82,389,307,-235,-112,348,-12,1,-123,-109,-249,-173
82,389,307,-235,-112,348,-11,2,-121,-108,-247,-171
82,388,306,-235,-112,347,-9,5,-117,-106,-245,-169
82,387,305,-234,-111,346,-8,7,-114,-105,-245,-168
81,386,305,-233,-112,346,-6,8,-112,-104,-245,-168
80,386,306,-233,-113,346,-7,8,-112,-104,-246,-170
80,386,306,-233,-113,346,-8,7,-113,-105,-247,-171
80,387,307,-233,-113,347,-10,5,-114,-105,-248,-172
80,389,309,-234,-114,349,-12,4,-116,-105,-248,-173
79,389,310,-234,-115,350,-12,4,-116,-105,-248,-173
80,388,308,-234,-114,348,-11,5,-115,-104,-246,-173
81,388,307,-234,-113,348,-9,6,-113,-102,-245,-172
82,387,305,-234,-111,346,-9,7,-112,-102,-246,-171
83,386,303,-234,-110,345,-8,8,-111,-104,-247,-170
83,385,302,-234,-109,344,-8,8,-110,-105,-247,-170
83,386,303,-234,-110,345,-8,8,-111,-104,-247,-171
82,386,304,-234,-111,345,-9,7,-112,-104,-248,-173
81,387,306,-234,-112,347,-11,5,-114,-104,-249,-174
81,387,306,-234,-112,347,-13,4,-115,-104,-250,-175
81,387,306,-234,-112,347,-12,4,-114,-103,-250,-175
82,387,305,-234,-111,346,-12,5,-113,-102,-250,-175
82,387,305,-234,-111,346,-11,6,-111,-101,-249,-174
83,385,302,-234,-109,344,-10,7,-109,-100,-249,-173
82,384,302,-233,-110,343,-8,10,-106,-99,-248,-172
82,383,301,-232,-109,342,-8,10,-105,-99,-249,-173
81,384,303,-232,-111,344,-8,10,-105,-101,-251,-174
81,384,303,-232,-111,344,-9,9,-106,-102,-252,-175
81,385,304,-233,-111,345,-10,8,-108,-102,-252,-177
81,386,305,-233,-112,346,-12,8,-109,-101,-253,-178
80,386,306,-233,-113,346,-12,8,-109,-100,-253,-178
81,384,303,-232,-111,344,-11,8,-108,-101,-253,-177
82,384,302,-233,-110,343,-10,9,-106,-100,-252,-176
83,384,301,-233,-109,343,-9,11,-104,-100,-252,-176
83,383,300,-233,-108,342,-8,13,-102,-100,-253,-176
83,382,299,-232,-108,341,-8,13,-102,-103,-255,-176
83,382,299,-232,-108,341,-8,12,-102,-104,-257,-177
82,383,301,-232,-109,342,-9,11,-104,-104,-257,-179
81,383,302,-232,-110,343,-10,11,-104,-104,-257,-180
81,383,302,-232,-110,343,-11,11,-105,-104,-258,-180
82,383,301,-232,-109,342,-12,10,-106,-105,-260,-181
83,383,300,-233,-108,342,-11,11,-105,-105,-261,-181
83,382,299,-232,-108,341,-10,12,-103,-105,-261,-180
83,381,298,-232,-107,340,-8,14,-100,-104,-260,-178
83,380,297,-231,-107,339,-8,15,-99,-104,-261,-178
82,379,297,-230,-107,338,-6,16,-98,-104,-262,-178
82,380,298,-231,-108,339,-8,14,-100,-106,-265,-181
81,380,299,-230,-109,340,-8,14,-100,-106,-264,-181
81,381,300,-231,-109,341,-10,12,-103,-107,-266,-183
82,381,299,-231,-108,340,-12,12,-104,-107,-267,-184
82,381,299,-231,-108,340,-12,12,-104,-107,-268,-185
82,381,299,-231,-108,340,-12,13,-103,-107,-268,-184
83,380,297,-231,-107,339,-11,15,-102,-107,-268,-183
83,379,296,-231,-106,338,-10,15,-101,-108,-269,-183
83,378,295,-230,-106,337,-9,17,-99,-109,-269,-182
83,378,295,-230,-106,337,-9,16,-100,-111,-271,-182
83,378,295,-230,-106,337,-10,16,-102,-111,-273,-184
82,378,296,-230,-107,337,-11,15,-104,-111,-274,-185
81,378,297,-229,-108,338,-12,13,-106,-112,-275,-186
81,378,297,-229,-108,338,-14,11,-107,-112,-276,-188
82,378,296,-230,-107,337,-14,12,-107,-113,-276,-189
82,378,296,-230,-107,337,-13,13,-106,-113,-276,-189
82,377,295,-229,-106,336,-12,14,-103,-113,-276,-188
81,375,294,-228,-106,335,-10,15,-100,-112,-275,-187
81,374,293,-227,-106,334,-9,16,-97,-111,-275,-185
81,374,293,-227,-106,334,-9,16,-97,-112,-277,-186
81,374,293,-227,-106,334,-10,14,-99,-113,-279,-188
81,374,293,-227,-106,334,-11,13,-101,-115,-280,-190
81,375,294,-228,-106,335,-14,10,-105,-118,-283,-193
81,375,294,-228,-106,335,-15,9,-108,-120,-283,-194
81,375,294,-228,-106,335,-15,8,-111,-122,-284,-194
81,374,293,-227,-106,334,-14,9,-110,-123,-284,-194
81,373,292,-227,-105,333,-14,9,-109,-124,-284,-193
81,371,290,-226,-104,331,-12,11,-106,-124,-284,-191
81,370,289,-225,-104,330,-12,11,-105,-125,-285,-191
80,369,289,-224,-104,329,-11,11,-105,-126,-287,-191
79,369,290,-224,-105,330,-12,10,-107,-127,-289,-193
78,369,291,-223,-106,330,-14,8,-109,-128,-291,-196
78,369,291,-223,-106,330,-16,6,-112,-130,-292,-197
78,369,291,-223,-106,330,-18,4,-115,-132,-293,-198
78,369,291,-223,-106,330,-18,2,-116,-134,-295,-198
78,368,290,-223,-106,329,-18,3,-116,-135,-294,-198
78,366,288,-222,-105,327,-18,3,-116,-137,-295,-198
79,365,286,-222,-103,326,-17,3,-117,-139,-297,-197
79,364,285,-221,-103,325,-16,4,-118,-142,-299,-197
79,363,284,-221,-102,324,-17,2,-119,-145,-302,-198
"
		78","
		363","
		285","
		-220","
		-103","
		324","
		-18","
		0","
		-122","
		-147","
		-304","
		-200"
78,363,285,-220,-103,324,-20,-3,-124,-149,-307,-202
77,364,287,-220,-105,326,-23,-6,-127,-152,-309,-205
75,363,288,-219,-106,326,-25,-8,-129,-154,-310,-205
75,363,288,-219,-106,326,-26,-10,-131,-157,-313,-206
76,362,286,-219,-105,324,-26,-12,-133,-161,-315,-207
76,360,284,-218,-104,322,-25,-12,-134,-163,-316,-206
76,359,283,-217,-103,321,-25,-13,-136,-166,-319,-207
75,357,282,-216,-103,320,-24,-13,-137,-169,-322,-207
75,356,281,-215,-103,319,-24,-14,-139,-172,-324,-208
74,355,281,-214,-103,318,-26,-17,-142,-175,-327,-210
74,355,281,-214,-103,318,-29,-21,-146,-179,-330,-213
73,356,283,-214,-105,320,-31,-25,-150,-184,-333,-215
73,355,282,-214,-104,319,-32,-27,-154,-187,-334,-216
73,354,281,-213,-104,318,-34,-29,-156,-191,-337,-217
74,353,279,-213,-102,316,-34,-31,-157,-195,-339,-218
74,351,277,-212,-101,314,-33,-31,-158,-197,-341,-217
73,350,277,-211,-102,314,-34,-32,-160,-200,-345,-217
73,348,275,-210,-101,312,-33,-33,-161,-203,-348,-217
72,347,275,-209,-101,311,-34,-35,-163,-208,-351,-218
72,346,274,-209,-101,310,-36,-38,-167,-212,-355,-220
72,347,275,-209,-101,311,-39,-42,-171,-216,-358,-223
71,347,276,-209,-102,312,-41,-46,-176,-220,-360,-225
71,347,276,-209,-102,312,-42,-49,-179,-223,-362,-226
72,347,275,-209,-101,311,-44,-51,-182,-226,-365,-226
73,345,272,-209,-99,309,-44,-52,-184,-229,-366,-227
74,344,270,-209,-98,307,-44,-53,-185,-231,-368,-227
74,342,268,-208,-97,305,-43,-52,-185,-232,-370,-226
75,341,266,-208,-95,304,-44,-52,-185,-234,-373,-226
77,341,264,-209,-93,303,-45,-54,-186,-236,-376,-227
77,341,264,-209,-93,303,-45,-55,-186,-238,-378,-229
78,341,263,-209,-92,302,-47,-56,-187,-238,-379,-231
77,341,264,-209,-93,303,-47,-57,-187,-238,-380,-233
76,341,265,-208,-94,303,-47,-57,-187,-236,-381,-233
75,341,266,-208,-95,304,-46,-54,-185,-233,-380,-232
78,340,262,-209,-92,301,-45,-52,-183,-231,-380,-232
80,339,259,-209,-89,299,-43,-49,-180,-228,-378,-231
82,338,256,-210,-87,297,-42,-47,-176,-226,-379,-230
82,338,256,-210,-87,297,-40,-43,-172,-223,-379,-229
83,339,256,-211,-86,298,-38,-41,-167,-220,-377,-228
84,341,257,-212,-86,299,-38,-39,-166,-218,-375,-228
85,342,257,-213,-86,300,-38,-39,-166,-216,-374,-228
85,344,259,-214,-87,302,-39,-39,-166,-213,-373,-228
85,346,261,-215,-88,304,-37,-38,-164,-208,-368,-227
85,348,263,-216,-89,306,-36,-36,-163,-204,-364,-226
85,349,264,-217,-89,307,-34,-32,-160,-201,-360,-223
86,350,264,-218,-89,307,-32,-30,-158,-199,-357,-220
86,350,264,-218,-89,307,-28,-27,-155,-195,-352,-217
86,350,264,-218,-89,307,-25,-24,-152,-192,-348,-214
86,353,267,-219,-90,310,-24,-22,-150,-189,-345,-211
87,356,269,-221,-91,313,-23,-22,-150,-187,-341,-209
87,359,272,-223,-92,316,-23,-22,-153,-186,-337,-208
86,363,277,-224,-95,320,-23,-23,-156,-185,-333,-207
86,365,279,-225,-96,322,-23,-23,-158,-183,-329,-206
86,368,282,-227,-98,325,-22,-23,-159,-181,-324,-203
86,370,284,-228,-99,327,-20,-23,-159,-180,-319,-200
87,372,285,-229,-99,329,-19,-23,-159,-178,-315,-197
87,373,286,-230,-99,330,-16,-21,-158,-174,-310,-192
88,374,286,-231,-99,330,-14,-21,-159,-173,-306,-189
88,376,288,-232,-100,332,-12,-20,-159,-172,-301,-185
87,379,292,-233,-102,336,-13,-23,-163,-172,-297,-185
85,381,296,-233,-105,339,-14,-25,-166,-170,-295,-184
85,384,299,-234,-107,342,-16,-26,-170,-170,-292,-184
85,388,303,-236,-109,346,-16,-28,-173,-170,-288,-182
84,389,305,-236,-110,347,-16,-29,-175,-169,-283,-179
84,390,306,-237,-111,348,-17,-31,-176,-168,-280,-178
84,390,306,-237,-111,348,-15,-30,-176,-166,-275,-175
85,392,307,-238,-111,350,-14,-30,-176,-164,-272,-172
85,393,308,-239,-111,351,-12,-30,-176,-161,-269,-168
85,393,308,-239,-111,351,-12,-31,-177,-160,-265,-166
84,395,311,-239,-113,353,-12,-32,-179,-159,-261,-165
84,397,313,-240,-114,355,-14,-34,-181,-160,-260,-166
84,399,315,-241,-115,357,-17,-36,-184,-160,-258,-166
84,400,316,-242,-116,358,-17,-37,-185,-158,-255,-165
84,401,317,-242,-116,359,-17,-38,-185,-155,-251,-163
85,402,317,-243,-116,360,-17,-38,-185,-156,-249,-162
86,402,316,-244,-115,359,-14,-37,-184,-155,-245,-159
86,403,317,-244,-115,360,-14,-37,-185,-154,-244,-158
86,403,317,-244,-115,360,-14,-36,-185,-152,-243,-157
85,403,318,-244,-116,361,-13,-35,-184,-149,-240,-155
84,404,320,-244,-118,362,-14,-35,-185,-147,-239,-155
84,405,321,-244,-118,363,-16,-37,-186,-146,-239,-156
84,406,322,-245,-119,364,-17,-38,-187,-144,-237,-156
84,407,323,-245,-119,365,-18,-39,-187,-143,-235,-156
84,408,324,-246,-120,366,-19,-39,-188,-144,-235,-157
83,408,325,-245,-121,367,-17,-37,-185,-142,-233,-154
83,408,325,-245,-121,367,-16,-36,-183,-139,-231,-153
84,407,323,-245,-119,365,-15,-35,-183,-138,-231,-153
85,406,321,-245,-118,364,-15,-35,-183,-139,-232,-153
85,405,320,-245,-117,363,-15,-35,-183,-141,-232,-152
85,406,321,-245,-118,364,-14,-36,-183,-141,-232,-152
85,408,323,-246,-119,366,-16,-37,-185,-142,-232,-153
84,409,325,-246,-120,367,-18,-37,-186,-142,-231,-154
83,410,327,-246,-122,369,-18,-37,-186,-142,-229,-154
85,411,326,-248,-120,369,-18,-38,-186,-142,-229,-155
86,410,324,-248,-119,367,-18,-37,-185,-141,-229,-154
84,409,325,-246,-120,367,-16,-36,-183,-139,-229,-152
83,407,324,-245,-120,366,-14,-34,-181,-138,-230,-150
85,406,321,-245,-118,364,-13,-33,-179,-136,-231,-150
85,405,320,-245,-117,363,-13,-33,-179,-135,-230,-151
83,405,322,-244,-119,364,-13,-33,-180,-135,-231,-152
84,405,321,-244,-118,363,-16,-36,-182,-138,-234,-155
84,407,323,-245,-119,365,-17,-36,-183,-137,-233,-156
84,409,325,-246,-120,367,-18,-37,-184,-138,-234,-156
84,409,325,-246,-120,367,-18,-38,-184,-138,-234,-155
83,408,325,-245,-121,367,-17,-37,-184,-137,-233,-153
84,406,322,-245,-119,364,-17,-36,-183,-137,-233,-153
84,405,321,-244,-118,363,-14,-34,-181,-137,-233,-152
85,405,320,-245,-117,363,-12,-33,-179,-136,-234,-152
85,404,319,-244,-117,362,-13,-32,-178,-136,-236,-151
85,404,319,-244,-117,362,-14,-33,-178,-137,-236,-152
84,406,322,-245,-119,364,-15,-33,-179,-137,-236,-153
84,407,323,-245,-119,365,-16,-34,-181,-138,-236,-155
84,408,324,-246,-120,366,-17,-36,-183,-140,-238,-156
85,408,323,-246,-119,366,-17,-36,-183,-140,-238,-156
85,407,322,-246,-118,365,-16,-36,-182,-140,-238,-155
85,406,321,-245,-118,364,-14,-34,-180,-139,-237,-154
85,404,319,-244,-117,362,-13,-33,-179,-139,-238,-153
85,403,318,-244,-116,361,-12,-32,-178,-138,-238,-153
85,403,318,-244,-116,361,-12,-33,-178,-139,-239,-155
84,403,319,-243,-117,361,-12,-33,-179,-141,-239,-154
84,404,320,-244,-118,362,-13,-34,-181,-142,-239,-154
84,405,321,-244,-118,363,-15,-36,-184,-144,-240,-156
83,406,323,-244,-120,365,-16,-36,-185,-144,-240,-157
83,406,323,-244,-120,365,-15,-36,-186,-143,-240,-157
83,405,322,-244,-119,364,-14,-34,-184,-141,-239,-155
84,404,320,-244,-118,362,-13,-33,-184,-141,-239,-154
84,403,319,-243,-117,361,-12,-33,-182,-141,-239,-154
85,402,317,-243,-116,360,-12,-32,-181,-142,-239,-153
84,401,317,-242,-116,359,-12,-32,-180,-141,-239,-153
84,402,318,-243,-117,360,-14,-34,-181,-141,-240,-155
83,403,320,-243,-118,362,-15,-35,-183,-141,-241,-155
83,404,321,-243,-119,363,-16,-36,-184,-142,-241,-156
83,404,321,-243,-119,363,-17,-36,-185,-144,-241,-157
84,404,320,-244,-118,362,-16,-37,-186,-145,-241,-157
84,404,320,-244,-118,362,-16,-37,-186,-145,-240,-156
84,403,319,-243,-117,361,-15,-36,-184,-144,-239,-155
